ANO;CATEGORIA;SUBCATEGORIA;CHATBOT;DATING APPS;SOCIAL MEDIA;SOCIALIZATION PLACES;NGOS;DIRECT REFERRALS
2020;Transportation and dispatch;Dispatch;0;0;0;45;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;45;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;45;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;147;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;133.5;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;90;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;21;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;109.5;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;93.7;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;90;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;63;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;88.5;0;0
2020;Transportation and dispatch;Dispatch;0;0;0;22.5;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;90;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;68.3;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;79.6;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;63;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;43.5;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;21;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;189.7;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;105;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;0;0;19.5
2021;Transportation and dispatch;Dispatch;0;0;0;209.4;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;96;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;112.8;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;21;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;84;0;0
2021;Transportation and dispatch;Dispatch;0;0;0;87;0;0
2019;Transportation and dispatch;Transportation;0;0;0;8.51;0;0
2019;Transportation and dispatch;Transportation;0;0;0;15.97;0;0
2019;Transportation and dispatch;Transportation;0;0;0;11.65;0;0
2019;Transportation and dispatch;Transportation;0;0;0;7.5;0;0
2019;Transportation and dispatch;Transportation;0;0;0;11.26;0;0
2020;Transportation and dispatch;Transportation;0;0;0;12.02;0;0
2020;Transportation and dispatch;Transportation;0;0;0;11.38;0;0
2020;Transportation and dispatch;Transportation;0;0;0;0;0;20.58
2020;Transportation and dispatch;Transportation;0;0;0;0;0;22.95
2020;Transportation and dispatch;Transportation;0;0;0;0;0;61.83
2020;Transportation and dispatch;Transportation;0;0;0;0;0;37.46
2020;Transportation and dispatch;Transportation;0;0;0;0;0;26.09
2020;Transportation and dispatch;Transportation;0;0;0;0;0;26.25
2021;Transportation and dispatch;Transportation;0;0;0;20.83;0;0
2021;Transportation and dispatch;Transportation;0;0;0;0;0;46.56
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2019;Amanda Selfie;Improvement;4080;0;0;0;0;0
2020;Amanda Selfie;Improvement;7200;0;0;0;0;0
2020;Amanda Selfie;Improvement;3600;0;0;0;0;0
2020;Amanda Selfie;Improvement;3600;0;0;0;0;0
2021;Amanda Selfie;Improvement;2160;0;0;0;0;0
2021;Amanda Selfie;Improvement;2160;0;0;0;0;0
2021;Amanda Selfie;Improvement;2160;0;0;0;0;0
2021;Amanda Selfie;Improvement;2160;0;0;0;0;0
2021;Amanda Selfie;Improvement;7800;0;0;0;0;0
2019;Amanda Selfie;Development;26000;0;0;0;0;0
2019;Amanda Selfie;Development;22800;0;0;0;0;0
2019;Amanda Selfie;Development;12200;0;0;0;0;0
2019;Amanda Selfie;Development;31000;0;0;0;0;0
2019;Amanda Selfie;Development;12000;0;0;0;0;0
2020;Amanda Selfie;Development;12000;0;0;0;0;0
2020;Amanda Selfie;Development;12000;0;0;0;0;0
2021;Amanda Selfie;Hosting;999;0;0;0;0;0
2021;Amanda Selfie;Hosting;999;0;0;0;0;0
2021;Amanda Selfie;Hosting;999;0;0;0;0;0
2021;Amanda Selfie;Hosting;1200;0;0;0;0;0
2021;Amanda Selfie;Hosting;999;0;0;0;0;0
2020;Amanda Selfie;Hosting;999;0;0;0;0;0
2020;Amanda Selfie;Hosting;999;0;0;0;0;0
2020;Amanda Selfie;Hosting;2199;0;0;0;0;0
2020;Amanda Selfie;Hosting;999;0;0;0;0;0
2021;Amanda Selfie;Migration;3480;0;0;0;0;0
2019;Personnel;Illustrator;570.666666666667;570.666666666667;570.666666666667;570.666666666667;570.666666666667;570.666666666667
2020;Personnel;Illustrator;777.333333333333;777.333333333333;777.333333333333;777.333333333333;777.333333333333;777.333333333333
2020;Personnel;Illustrator;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333
2021;Personnel;Illustrator;201.666666666667;201.666666666667;201.666666666667;201.666666666667;201.666666666667;201.666666666667
2020;Personnel;Content production;0;0;300;0;0;0
2020;Personnel;Content production;0;0;180;0;0;0
2020;Personnel;Content production;0;0;210;0;0;0
2021;Personnel;Content production;0;0;140;0;0;0
2021;Personnel;Content production;0;0;120;0;0;0
2021;Personnel;Content production;0;0;300;0;0;0
2021;Personnel;Content production;0;0;120;0;0;0
2021;Personnel;Content production;0;0;480;0;0;0
2021;Personnel;Content production;0;0;120;0;0;0
2021;Personnel;Content production;0;0;240;0;0;0
2021;Personnel;Content production;0;0;240;0;0;0
2021;Personnel;Content production;0;0;360;0;0;0
2021;Personnel;Content production;0;0;240;0;0;0
2021;Personnel;Content production;0;0;540;0;0;0
2021;Personnel;Content production;0;0;600;0;0;0
2021;Personnel;Content production;0;0;360;0;0;0
2019;Personnel;Language analyst;16170.41;0;0;0;0;0
2019;Personnel;Recruitment agent and peer-educators;0;1125;1125;2250;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1125;1125;2250;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1125;1125;2250;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1500;1500;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1500;1500;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1500;1500;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1000;1000;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1000;1000;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1000;1000;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1100;0;0;0
2022;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2019;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2019;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;1910;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;2101;0;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2020;Personnel;Recruitment agent and peer-educators;0;825;0;275;0;0
2021;Personnel;Recruitment agent and peer-educators;0;825;0;275;0;0
2021;Personnel;Recruitment agent and peer-educators;0;975;0;325;0;0
2021;Personnel;Recruitment agent and peer-educators;0;975;0;325;0;0
2021;Personnel;Recruitment agent and peer-educators;0;975;0;325;0;0
2021;Personnel;Recruitment agent and peer-educators;0;975;0;325;0;0
2021;Personnel;Recruitment agent and peer-educators;0;975;0;325;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;0;0;1100;0;0
2020;Personnel;Prevention agent;0;0;0;1000;0;0
2019;Personnel;Prevention agent;0;0;0;1000;0;0
2019;Personnel;Marketing;1125;0;0;0;0;375
2019;Personnel;Marketing;3150;0;0;0;0;1050
2019;Personnel;Marketing;3150;0;0;0;0;1050
2019;Personnel;Marketing;3150;0;0;0;0;1050
2019;Personnel;Marketing;3150;0;0;0;0;1050
2019;Personnel;Marketing;3150;0;0;0;0;1050
2019;Personnel;Marketing;0;0;0;0;0;4200
2019;Personnel;Marketing;0;0;0;0;0;4200
2018;Personnel;Marketing;0;0;0;0;0;4200
2018;Personnel;Marketing;0;0;0;0;0;4200
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2019;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1910;0;0
2020;Personnel;Writer;0;0;0;1752.43;0;0
2021;Personnel;Writer;0;0;0;1752.43;0;0
2021;Personnel;Writer;0;0;0;1910;0;0
2021;Personnel;Writer;0;0;0;1910;0;0
2021;Personnel;Writer;0;0;0;1910;0;0
2021;Personnel;Writer;0;0;0;1910;0;0
2021;Personnel;Writer;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2019;Personnel;Prevention agent;0;0;0;1100;0;0
2019;Personnel;Prevention agent;0;0;0;1100;0;0
2020;Personnel;Prevention agent;0;0;0;1100;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1430;0;0;0;0
2021;Personnel;Prevention agent;0;1369.21;0;0;0;0
2019;Personnel;Marketing;1500;0;1500;0;0;0
2019;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1500;0;1500;0;0;0
2020;Personnel;Marketing;1350;0;1500;150;0;0
2020;Personnel;Marketing;1350;0;1500;150;0;0
2020;Personnel;Marketing;1485;0;1650;165;0;0
2020;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Marketing;1485;0;1650;165;0;0
2021;Personnel;Prevention agent;0;1210;0;0;0;0
2021;Personnel;Prevention agent;0;1210;0;0;0;0
2020;Personnel;Prevention agent;0;1210;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1430;0;0;0;0
2020;Personnel;Prevention agent;0;1530;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;0;0;1000;0;0
2020;Personnel;Prevention agent;0;0;0;1000;0;0
2019;Personnel;Prevention agent;0;0;0;1000;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2020;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2021;Personnel;Recruitment agent and peer-educators;0;0;0;1910;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2019;Personnel;Prevention agent;0;0;0;500;0;0
2020;Personnel;Marketing;0;1650;1650;0;0;0
2020;Personnel;Marketing;0;1650;1650;0;0;0
2020;Personnel;Marketing;0;1650;1650;0;0;0
2020;Personnel;Marketing;0;1650;1650;0;0;0
2021;Personnel;Marketing;0;1650;330;1320;0;0
2021;Personnel;Marketing;0;1650;330;1320;0;0
2021;Personnel;Marketing;0;1650;330;1320;0;0
2021;Personnel;Marketing;0;1650;330;1320;0;0
2021;Personnel;Marketing;0;1815;363;1452;0;0
2021;Personnel;Marketing;0;2722.5;544.5;2178;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;0;0;1100;0;0
2019;Personnel;Prevention agent;0;0;0;300;0;0
2019;Personnel;Prevention agent;0;0;0;300;0;0
2019;Personnel;Prevention agent;0;0;0;300;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2021;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;1100;0;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;550;550;0;0;0
2020;Personnel;Prevention agent;0;0;0;1100;0;0
2020;Personnel;Prevention agent;0;0;0;1000;0;0
2019;Personnel;Prevention agent;0;0;0;1000;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2020;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2021;Personnel;Recruitment agent and peer-educators;0;550;0;550;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2021;Personnel;Recruitment agent and peer-educators;0;655;0;655;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2020;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1100;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2021;Personnel;Recruitment agent and peer-educators;0;1310;0;0;0;0
2020;Subscriptions and boosts;Social media;0;0;59.97;0;0;0
2020;Subscriptions and boosts;Social media;0;0;2.37;0;0;0
2020;Subscriptions and boosts;Social media;0;0;142.63;0;0;0
2020;Subscriptions and boosts;Social media;0;0;50.3;0;0;0
2020;Subscriptions and boosts;Social media;24.07;0;242.43;0;0;0
2020;Subscriptions and boosts;Social media;14.63;0;117.87;0;0;0
2020;Subscriptions and boosts;Social media;0;0;336.22;0;0;0
2020;Subscriptions and boosts;Social media;10.81;0;89.19;0;0;0
2020;Subscriptions and boosts;Social media;0;0;240;0;0;0
2020;Subscriptions and boosts;Social media;20.73;0;79.27;0;0;0
2020;Subscriptions and boosts;Social media;74.99;0;120.01;0;0;0
2020;Subscriptions and boosts;Social media;17.95;0;132.05;0;0;0
2020;Subscriptions and boosts;Social media;0;0;110;0;0;0
2020;Subscriptions and boosts;Social media;47.6;0;102.4;0;0;0
2020;Subscriptions and boosts;Social media;87.5;0;112.5;0;0;0
2020;Subscriptions and boosts;Social media;213.75;0;136.22;0;0;0
2020;Subscriptions and boosts;Social media;253.23;0;164.77;0;0;0
2021;Subscriptions and boosts;Social media;131.38;0;68.62;0;0;0
2021;Subscriptions and boosts;Social media;73.82;0;38.18;0;0;0
2021;Subscriptions and boosts;Social media;202.34;0;147.66;0;0;0
2021;Subscriptions and boosts;Social media;0;0;250;0;0;0
2021;Subscriptions and boosts;Social media;48.31;0;63.04;0;0;0
2021;Subscriptions and boosts;Social media;0;0;74.38;0;0;0
2021;Subscriptions and boosts;Social media;132.55;0;117.45;0;0;0
2021;Subscriptions and boosts;Social media;178.85;0;66.78;0;0;0
2021;Subscriptions and boosts;Social media;0;0;300;0;0;0
2021;Subscriptions and boosts;Social media;247.64;0;103.36;0;0;0
2021;Subscriptions and boosts;Social media;71.58;0;178.42;0;0;0
2021;Subscriptions and boosts;Social media;0;0;100;0;0;0
2021;Subscriptions and boosts;Social media;67.88;0;32.12;0;0;0
2021;Subscriptions and boosts;Social media;62.75;0;23.85;0;0;0
2021;Subscriptions and boosts;Social media;0;0;200;0;0;0
2021;Subscriptions and boosts;Social media;0;0;99.89;0;0;0
2021;Subscriptions and boosts;Social media;14.43;0;22.37;0;0;0
2021;Subscriptions and boosts;Social media;4.92;0;2.12;0;0;0
2021;Subscriptions and boosts;Social media;0;0;350;0;0;0
2021;Subscriptions and boosts;Social media;29.05;0;220.95;0;0;0
2021;Subscriptions and boosts;Social media;118.65;0;131.35;0;0;0
2021;Subscriptions and boosts;Social media;250;0;0;0;0;0
2021;Subscriptions and boosts;Social media;148.49;0;351.51;0;0;0
2021;Subscriptions and boosts;Social media;0;0;250;0;0;0
2021;Subscriptions and boosts;Social media;64.27;0;435.73;0;0;0
2021;Subscriptions and boosts;Social media;0;0;550;0;0;0
2019;Personnel;Counselor/nurse;0;0;0;0;9000;0
2019;Personnel;Counselor/nurse;0;0;0;0;30000;0
2019;Personnel;Counselor/nurse;0;0;0;0;3000;0
2019;Personnel;Receptionist;0;0;0;0;0;5512.42
2020;Personnel;Receptionist;0;0;0;0;0;5576.83
2021;Personnel;Receptionist;0;0;0;0;0;5686.5
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
